"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant"
"112167","2014BAZ155","PARKING LOT 503 W IDAHO ST","503 W IDAHO ST","BOISE","Ada","General Remediation","43.614497","-116.199628","General Remediation",""
"4695","2011BAZ5056","PAYETTE GASOLINE (FORMER PAY LESS GAS SITE)","HWY 95 BETWEEN 4TH & 6TH AVE","PAYETTE","Payette","General Remediation","44.069","-116.9339","General Remediation",""
"27418","2013BAZ226","PAYLESS GAS STATION","HWY 200","KOOTENAI","Bonner","General Remediation","48.309389","-116.515311","General Remediation",""
"14320","2012BAZ387","PEARSON & PEARSON","N 515 HANLEY","COEUR D ALENE","Kootenai","General Remediation","47.729977","-116.794167","General Remediation",""
"28649","2013BAZ268","PEARSON PROPERTY","7250 W SELTICE WAY","STATE LINE","Kootenai","General Remediation","47.70085","-117.040639","General Remediation",""
"27400","2013BAZ244","PHYLLIS THURLOW","1403 N BOYER","SANDPOINT","Bonner","General Remediation","48.285683","-116.557825","General Remediation",""
"28621","2013BAZ297","PIERCE COMMUNITY CENTER","105 CARLE ST","PIERCE","Clearwater","General Remediation","46.491322","-115.800058","General Remediation",""
"7201","2011BAZ5141","PILOT TRAVEL CENTER NO 350","1050 HWY 20  (I-84 EXIT 95)","MOUNTAIN HOME","Elmore","General Remediation","43.14222","-115.66276","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"27417","2013BAZ227","PIONEER SQUARE","819 HWY 2","SANDPOINT","Bonner","General Remediation","48.271428","-116.558861","General Remediation",""
"14431","2012BAZ61","PIPELINE INSPECTION SERVICES, INC","4423 E VICTORY RD","NAMPA","Canyon","General Remediation","43.576","-116.516","General Remediation",""
"27416","2013BAZ228","PITTS DRILLING CO","656 MARIMONT BEACH RD","KOOTENAI","Bonner","General Remediation","48.298592","-116.486555","General Remediation",""
"27559","2013BAZ85","PLUMMER QWIK STOP","300 10TH ST","PLUMMER","Benewah","General Remediation","47.336033","-116.887625","General Remediation",""
"27467","2013BAZ178","PLUMMER RENTAL MERCURY INCIDENT","415 RIVERSIDE DR","EMMETT","Gem","General Remediation","43.879934","-116.495842","General Remediation",""
"4769","2011BAZ5200","POCOCK FARMS","2720 N 5000 E","SUGAR CITY","Madison","General Remediation","43.86534","-111.677963","General Remediation, RCRA Hazardous Waste Site",""
"27506","2013BAZ138","POST FALLS CITY HALL","4TH ST & SPOKANE","POST FALLS","Kootenai","General Remediation","47.711567","-116.947533","General Remediation",""
"27506","2013BAZ138","POST FALLS CITY HALL","4TH ST & SPOKANE","POST FALLS","Kootenai","General Remediation","47.711567","-116.947533","General Remediation",""
"4781","2011BAZ5232","POST FALLS HWY DIST","5701 E SELTICE WAY","POST FALLS","Kootenai","General Remediation","47.705384","-116.87215","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"7230","2011BAZ5234","POST FALLS MAZDA","303 GRIFFIN ST (PO BOX 938)","POST FALLS","Kootenai","General Remediation","47.71395","-116.96926","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"4782","2011BAZ5235","POST FALLS MINI LUBE","3273 E SELTICE WAY","POST FALLS","Kootenai","General Remediation","47.711689","-116.903821","General Remediation, RCRA Hazardous Waste Site",""
"27560","2013BAZ84","POTLATCH CORP ST MARIES RAILROAD","BENEWAH LAKE","PLUMMER","Benewah","General Remediation","47.352664","-116.696836","General Remediation",""
"4790","2011BAZ5246","POTLATCH LAND & LUMBER LLC","2200 RAILROAD AVE","ST MARIES","Benewah","General Remediation","47.320361","-116.575076","General Remediation, RCRA Hazardous Waste Site, Solid Waste",""
"4790","2011BAZ5246","POTLATCH LAND & LUMBER LLC","2200 RAILROAD AVE","ST MARIES","Benewah","General Remediation","47.320361","-116.575076","General Remediation, RCRA Hazardous Waste Site, Solid Waste",""
"9369","2011BAZ5247","POTLATCH PARTICLEBOARD PLANT","401 N POTLATCH RD","POST FALLS","KOOTENAI","General Remediation","47.707116","-116.911748","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27505","2013BAZ139","PRARIE AVENUE WEDGE","HWY 41 & PRAIRIE AVE","POST FALLS","Kootenai","General Remediation","47.747975","-116.884422","General Remediation",""
"7239","2011BAZ5278","PRESSURE TREATED TIMBER CO","3200 W GOWEN RD ","BOISE","Ada","General Remediation","43.55311","-116.22262","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27456","2013BAZ189","PRIEST LAKE ELEMENTARY","HWY 57","PRIEST LAKE","Bonner","General Remediation","48.513758","-116.925319","General Remediation",""
"14319","2012BAZ386","PRIEST LAKE EMERGENCY MEDICAL TECHNICIANS","HCO5 BOX 151 3C","PRIEST LAKE","Bonner","General Remediation","48.516","-116.927","General Remediation",""
"27455","2013BAZ190","PRIEST RIVER ELEMENTARY","418 HARRIET","PRIEST RIVER","Bonner","General Remediation","48.186019","-116.910019","General Remediation",""
"9380","2011BAZ5302","PRIEST RIVER JR HS","1020 ALBENI RD","PRIEST RIVER","Bonner","General Remediation","48.18125","-116.91862","General Remediation, Underground Storage Tanks",""
"4848","2011BAZ5353","QUARING LEON PROPERTY","10749 S BENTLEY RD","CATALDO","Shoshone","General Remediation","47.580655","-116.427222","General Remediation",""
"13917","2011BAZ5426","RANGEN INC","1415 BURLEY AVE","BUHL","Twin Falls","General Remediation","42.593","-114.76473","General Remediation, Underground Storage Tanks",""
"4874","2011BAZ5432","RATHDRUM POWER LLC","9924 W LANCASTER RD","RATHDRUM","Kootenai","General Remediation","47.785566","-116.921354","General Remediation, RCRA Hazardous Waste Site",""
"27386","2013BAZ258","READER FARM","","SANDPOINT","Bonner","General Remediation","48.133208","-116.580161","General Remediation",""
"7932","2011BAZ223","REAL ALLOY RECYCLING INC","16168 W PRAIRIE AVE","POST FALLS","Kootenai","General Remediation","47.743017","-117.003429","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"4887","2011BAZ5460","RECYCLED CYCLES","2110 W HAYDEN AVE","HAYDEN","Kootenai","General Remediation","47.759048","-116.815106","General Remediation",""
"112008","2014BAZ142","RED BARON SERVICES PLANE CRASH","E OF HAZELTON AIRPORT","HAZELTON","Jerome","General Remediation","42.577831","-114.125954","General Remediation",""
"4888","2011BAZ5466","RED RIVER HOT SPRINGS","HC 1 BOX 22","DIXIE","Idaho","General Remediation","45.787868","-115.199449","General Remediation",""
"27549","2013BAZ95","REICHERT ENTERPRISES","330 N MAIN","BONNERS FERRY","Boundary","General Remediation","48.706725","-116.309583","General Remediation",""
"112828","2015BAZ82","RICHARD RIENER PROPERTY","431 RAILROAD AVE","FERDINAND","Idaho","General Remediation","46.15253","-116.38698","General Remediation",""
"4928","2011BAZ5547","RILEY CREEK BONNERS FERRY","6726 RIVERSIDE ST","BONNERS FERRY","Boundary","General Remediation","48.695001","-116.321411","General Remediation, RCRA Hazardous Waste Site",""
"4929","2011BAZ5549","RILEY CREEK LACLEDE","30 RILEY CREEK RD & HWY 2","LACLEDE","Bonner","General Remediation","48.169131","-116.7557","General Remediation, RCRA Hazardous Waste Site",""
"4930","2011BAZ5550","RILEY CREEK MOYIE SPRINGS","172 RD 62 OLD HWY 2","MOYIE SPRINGS","Boundary","General Remediation","48.723146","-116.192695","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"7316","2011BAZ5551","RILEY CREEK SANDPOINT","808 N BOYER AVE","SANDPOINT","Bonner","General Remediation","48.28097","-116.55666","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","yes"
"4942","2011BAZ5571","RIVERLAND EXCAVATION","420 E 16TH ST","POST FALLS","Kootenai","General Remediation","47.723692","-116.941774","General Remediation",""
"112755","2015BAZ32","RIVERVIEW CONSTRUCTION","12976 HWY 12","OROFINO","Clearwater","General Remediation","46.49865","-116.31789","General Remediation",""
"28599","2013BAZ319","R&L CARRIERS","I-84 MP 220","DECLO","Cassia","General Remediation","42.567058","-113.535028","General Remediation",""
"107696","2013BAZ423","ROBERT LEITCH LLC","US HWY 46 MP 89","BUHL","Twin Falls","General Remediation","42.653447","-114.756131","General Remediation",""
"27461","2013BAZ184","ROBERT WILSON","419 MAIN ST","SMELTERVILLE","Shoshone","General Remediation","47.542684","-116.180965","General Remediation",""
"9464","2011BAZ5603","ROBIDEAUX MOTOR CO SHERMAN","1603 E SHERMAN AVE","COEUR D ALENE","Kootenai","General Remediation","47.67352","-116.76307","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"7324","2011BAZ5604","ROBIDEAUX MOTORS CO","1425 SHERMAN AVE","COEUR D ALENE","KOOTENAI","General Remediation","47.67351","-116.76532","General Remediation, Underground Storage Tanks",""
"4969","2011BAZ5619","ROCKFORD GRAIN GROWERS","HWY 95","WORLEY","Kootenai","General Remediation","","","General Remediation, RCRA Hazardous Waste Site",""
"14331","2012BAZ397","ROCKIN S RANCH (TETON COUNTY)","5551 RIVERBEND DR","VICTOR","Teton","General Remediation","43.643335","-111.177348","General Remediation",""
"14440","2012BAZ7","ROCKY MOUNTAIN AGRONOMICS","1912 W MAIN ST","BURLEY","Cassia","General Remediation","42.535289","-113.816091","General Remediation",""
"27414","2013BAZ230","ROCKY POINT INVESTMENT CO","2645 HWY 2","SANDPOINT","Bonner","General Remediation","48.258014","-116.584703","General Remediation",""
"4980","2011BAZ5638","RODS TRANSMISSION","6280 N GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.728467","-116.785685","General Remediation",""
"9475","2011BAZ5655","RONALD L OR ELAINE C YOUNG","3817 W STATE ST","BOISE","Ada","General Remediation","43.6406","-116.2371","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"7338","2011BAZ5665","ROSE LAKE GAS MART","11235 S HWY 3","CATALDO","Kootenai","General Remediation","47.57242","-116.44277","General Remediation, Underground Storage Tanks",""
"27503","2013BAZ141","ROSE LAKE HISTORICAL SOCIETY","14917 S QUEEN ST","CATALDO","Kootenai","General Remediation","47.538531","-116.474508","General Remediation",""
"110457","2014BAZ9","ROSSDOWN FARMS LTD","I90 MP 41 EB","CATALDO","Shoshone","General Remediation","47.550483","-116.302672","General Remediation",""
"27415","2013BAZ229","ROSS HALL BUILDING","107 N 1ST AVE","SANDPOINT","Bonner","General Remediation","48.273319","-116.548139","General Remediation",""
"27466","2013BAZ179","ROSS OIL COMPANY WAREHOUSE","RAILROAD AVE","KELLOGG","Shoshone","General Remediation","47.537561","-116.126419","General Remediation",""
"7339","2011BAZ5670","ROTH BROTHERS LOGGING","10191 N GOVT WAY","HAYDEN","Kootenai","General Remediation","47.7645","-116.78682","General Remediation, Underground Storage Tanks",""
"4858","2011BAZ5383","R & R REPAIR","4235 16TH ST","POST FALLS","Kootenai","General Remediation","47.723294","-116.891341","General Remediation",""
"4860","2011BAZ5388","R & R TRANSPORT","I-90 MP 26 WB","COEUR D ALENE","Kootenai","General Remediation","47.624808","-116.57209","General Remediation",""
"27413","2013BAZ231","SAFEWAY STORE 350","702 N 5TH ST","SANDPOINT","Bonner","General Remediation","48.279342","-116.552583","General Remediation, RCRA Hazardous Waste Site",""
"112650","2015BAZ1","SAIA LTL FREIGHT","I-84 MP 169","JEROME","Jerome","General Remediation","42.680833","-114.512222","General Remediation",""
"5928","2011BAZ7584","SALMON CHEESE","102 MAIN STREET","SALMON","Lemhi","General Remediation","45.177","-113.897","General Remediation","yes"
"7372","2011BAZ5758","SAND CREEK SCHWEITZER CONOCO","477000 HWY 95 N","PONDERAY","Bonner","General Remediation","48.30847","-116.54663","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"27412","2013BAZ232","SANDPOINT BYWAY","SANDPOINT BYWAY","SANDPOINT","Bonner","General Remediation","48.277961","-116.546344","General Remediation",""
"5032","2011BAZ5768","SANDPOINT CITY STP","711 S ELLA ST","SANDPOINT","Bonner","General Remediation","48.279377","-116.562936","General Remediation, RCRA Hazardous Waste Site",""
"27411","2013BAZ233","SANDPOINT FEDERAL BUILDING","1602 ONTARIO ST","SANDPOINT","Bonner","General Remediation","48.266514","-116.568694","General Remediation",""
"28579","2013BAZ339","SANDPOINT MIDDLE SCHOOL","310 S DIVISION ST","SANDPOINT","Bonner","General Remediation","48.270055","-116.568657","General Remediation",""
"27410","2013BAZ234","SANDPOINT MIXED USE BUILDING","HWY 95","SANDPOINT","Bonner","General Remediation","48.277597","-116.553881","General Remediation",""
"27409","2013BAZ235","SANDPOINT WOOD TREATERS","SW CORNER BOYER & BALDY","SANDPOINT","Bonner","General Remediation","48.285314","-116.564633","General Remediation",""
"14349","2012BAZ413","SANDRA NUFFER","320 AMY LANE","IDAHO FALLS","Bonneville","General Remediation","43.494","-111.968","General Remediation",""
"5036","2011BAZ5781","SANDSTONE MATERIALS","13782 N GOVT WAY","HAYDEN","Kootenai","General Remediation","47.796639","-116.783734","General Remediation",""
"14350","2012BAZ414","SCHULER LANE FARMS","1815 CRUZE LN","NAMPA","Canyon","General Remediation","43.55616","-116.504","General Remediation",""
"112009","2014BAZ143","SCOULAR EAST","356 E WASHINGTON ST","WEISER","Washington","General Remediation","44.242664","-116.966344","General Remediation",""
"5058","2011BAZ5834","SEARS NO 7709","200 W HANLEY AVE","COEUR D ALENE","Kootenai","General Remediation","47.73176","-116.789759","General Remediation, RCRA Hazardous Waste Site",""
"27502","2013BAZ142","SEEDS INC","16463 W SETTLERS RD","WORLEY","Kootenai","General Remediation","47.467789","-117.00845","General Remediation",""
"27408","2013BAZ236","SELLE CREEK","HWY 95 N","SANDPOINT","Bonner","General Remediation","48.358097","-116.547408","General Remediation",""
"14321","2012BAZ388","SELTICE WAY WASTEWATER PUMP STATION","SELTICE WAY & MULLAN ST","POST FALLS","Kootenai","General Remediation","47.716","-116.967","General Remediation",""
"27501","2013BAZ143","SEMPRE PROPERTY","302 MAINE ST","SPIRIT LAKE","Kootenai","General Remediation","47.965206","-116.871289","General Remediation",""
"5077","2011BAZ5868","SHAWN MONTEE","30304 N HWY 95","HAYDEN","Kootenai","General Remediation","","","General Remediation",""
"28618","2013BAZ300","SHERLOCK CREEK RESTORATION","FSR 320","AVERY","Shoshone","General Remediation","47.064071","-115.192645","General Remediation",""
"110383","2014BAZ14","SHILO INNS TWIN FALLS","1586 BLUE LAKES BLVD N","TWIN FALLS","Twin Falls","General Remediation","42.589536","-114.458375","General Remediation",""
"13932","2011BAZ5905","SHOSHONE CNTY","201 K ST","SMELTERVILLE","Shoshone","General Remediation","47.542764","-116.188393","General Remediation, RCRA Hazardous Waste Site",""
"5098","2011BAZ5909","SHOSHONE CNTY TRANSFER STATION","53245 SILVER VALLEY RD","KELLOGG","Shoshone","General Remediation","47.533704","-116.066612","General Remediation, Solid Waste",""
"28613","2013BAZ305","SHOSHONE COUNTY SHERIFFS PARKING LOT","717 BANK ST","WALLACE","Shoshone","General Remediation","47.471774","-115.921051","General Remediation",""
"27465","2013BAZ180","SHOSHONE GOLF & TENNIS CLUB","GOLD RUN MOUNTAIN","BIG CREEK","Shoshone","General Remediation","47.526133","-116.064428","General Remediation",""
"110455","2014BAZ8","SHOWCASE FARMS LLC","I-90 MP 63 EB","WALLACE","Shoshone","General Remediation","47.474608","-115.894244","General Remediation",""
"9539","2011BAZ5932","SILVERWOOD INC AMUSEMENT PARK","27843 N HWY 95 (26225 N HWY 95)","ATHOL","Kootenai","General Remediation","47.90805","-116.70518","General Remediation, Underground Storage Tanks",""
"5112","2011BAZ5933","SIMCHEM","SIMCO RD","MOUNTAIN HOME","Elmore","General Remediation","","","General Remediation, RCRA Hazardous Waste Site",""
"14332","2012BAZ398","SIMMONS TRUE VALUE HARDWARE & AUTO PARTS","2866 E 627 N","ROBERTS","Jefferson","General Remediation","43.717","-112.129","General Remediation",""
"110334","2013BAZ435","SIMPLOT GROWER SOLUTIONS","NORTH 4500 EAST","MURTAUGH","Twin Falls","General Remediation","42.500656","-114.1711","General Remediation",""
"14302","2012BAZ370","SIMPLOT WILDER FERTILIZER","0.5 MI N OF PECKHAM RD & 0.5 MILE W OF ROSWELL RD INTERSECT","WILDER","Canyon","General Remediation","43.682","-116.981","General Remediation",""
"9548","2011BAZ5969","SIMS IMPLEMENT CO INC","1402 S MAIN","BONNERS FERRY","Boundary","General Remediation","48.68102","-116.32582","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9676","2011BAZ6396","SINCLAIR TRANSPORTATION CO BOISE PRODUCTS TERMINAL","321 N CURTIS RD","BOISE","Ada","General Remediation","43.607245","-116.255801","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"2879","2011BAZ782","SINCLAIR TRANSPORTATION CO BOISE TANK FARM","712 N CURTIS RD","BOISE","Ada","General Remediation","43.609975","-116.252002","General Remediation, RCRA Hazardous Waste Site",""
"2879","2011BAZ782","SINCLAIR TRANSPORTATION CO BOISE TANK FARM","712 N CURTIS RD","BOISE","Ada","General Remediation","43.609975","-116.252002","General Remediation, RCRA Hazardous Waste Site",""
"2879","2011BAZ782","SINCLAIR TRANSPORTATION CO BOISE TANK FARM","712 N CURTIS RD","BOISE","Ada","General Remediation","43.609975","-116.252002","General Remediation, RCRA Hazardous Waste Site",""
"13939","2011BAZ5983","SIX STATES DISTRIBUTORS","2138 CENTURY WAY","BOISE","Ada","General Remediation","43.583915","-116.273158","General Remediation",""
"27550","2013BAZ94","S&L UNDERGROUND","HWY 95 MP 516","BONNERS FERRY","Boundary","General Remediation","48.803983","-116.325989","General Remediation",""
"14377","2012BAZ439","SNAKE RIVER AMMUNITION","11165 TIOGA ST","BOISE","Ada","General Remediation","43.57709","-116.32115","General Remediation",""
"5147","2011BAZ6015","SNAKE RIVER CHEMICALS CALDWELL","311 EVANS ST","CALDWELL","Canyon","General Remediation","43.666627","-116.702906","General Remediation, RCRA Hazardous Waste Site",""
"107662","2013BAZ392","SNAKE RIVER LANDING DIVISION 7","","IDAHO FALLS","Bonneville","General Remediation","43.48296","-112.06002","General Remediation",""
"14284","2012BAZ354","SNAKE RIVER YAMAHA","2975 E FAIRVIEW AVE","MERIDIAN","Ada","General Remediation","43.619","-116.359","General Remediation",""
"5169","2011BAZ6056","SOUND DECISIONS","350 CHERRY LN","COEUR D ALENE","Kootenai","General Remediation","47.704568","-116.790808","General Remediation, RCRA Hazardous Waste Site",""
"9587","2011BAZ6101","SPIRIT LAKE HICO","21904 N HWY 41","SPIRIT LAKE","Bonner","General Remediation","47.99159","-116.8807","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks","yes"
"9588","2011BAZ6102","SPIRIT LAKE SERVICE","4TH & MAIN","SPIRIT LAKE","Kootenai","General Remediation","47.96535","-116.86998","General Remediation, Underground Storage Tanks",""
"27404","2013BAZ240","ST AGNES CHURCH","518 OAK","SANDPOINT","Bonner","General Remediation","48.275461","-116.555236","General Remediation",""
"112010","2014BAZ144","STARR CORPORATION","2995 E 3600 N","TWIN FALLS","Twin Falls","General Remediation","42.51969","-114.4613","General Remediation",""
"14351","2012BAZ415","STEVES REPAIR","1895 N WOODRUFF","IDAHO FALLS","Bonneville","General Remediation","43.513","-112.001","General Remediation",""
"27403","2013BAZ241","STEWARTS CONCRETE","600 9TH ST","PRIEST RIVER","Bonner","General Remediation","48.184297","-116.9155","General Remediation",""
"27500","2013BAZ144","STIMSON LUMBER ATLAS MILL","2722 W SELTICE WAY","COEUR D ALENE","Kootenai","General Remediation","47.700214","-116.822153","General Remediation",""
"27402","2013BAZ242","STIMSON LUMBER CAR LOADING SITE","RAILROAD AVE","PRIEST RIVER","Bonner","General Remediation","48.174017","-116.907947","General Remediation",""
"5190","2011BAZ6129","ST JOE OIL CO INC","1040 RAILROAD AVE","ST MARIES","Benewah","General Remediation","47.319666","-116.570841","General Remediation, RCRA Hazardous Waste Site",""
"7486","2011BAZ6131","ST JOHN IMPLEMENT & HARDWARE","202 W A ST","MOSCOW","Latah","General Remediation","46.734759","-117.003214","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"14371","2012BAZ433","ST LUKES MCCALL","1000 STATE ST","MCCALL","Valley","General Remediation","44.909","-116.11","General Remediation",""
"27561","2013BAZ83","ST MARIES OIL","2242 IDAHO AVE","ST MARIES","Benewah","General Remediation","47.31845","-116.585417","General Remediation",""
"27562","2013BAZ82","ST MARIES TCA INVESTIGATION","HC 4 BOX 380","ST MARIES","Benewah","General Remediation","47.287678","-116.526058","General Remediation",""
"27401","2013BAZ243","STONEWERKS","GRANITE LAKE","ATHOL","Bonner","General Remediation","48.006597","-116.688556","General Remediation",""
"28607","2013BAZ311","STOVEN SUPPLY","824 BANK ST","WALLACE","Shoshone","General Remediation","47.471513","-115.919712","General Remediation",""
"27499","2013BAZ145","STOWE MILL SITE","14956 HWY 97","HARRISON","Kootenai","General Remediation","47.605614","-116.723558","General Remediation",""
"111628","2014BAZ123","STREET RIGHT OF WAY 708 ARTHUR ST","708 ARTHUR ST","CALDWELL","Canyon","General Remediation","43.665842","-116.688901","General Remediation",""
"27462","2013BAZ183","ST RITAS CATHOLIC CHURCH","27 KELLOGG AVE","KELLOGG","Shoshone","General Remediation","47.531933","-116.121078","General Remediation",""
"5238","2011BAZ6291","SUNSET C STORE","990 SUNSET RD","MOUNTAIN HOME","Elmore","General Remediation","43.140877","-115.703082","General Remediation",""
"5242","2011BAZ6302","SUNSHINE MINTING INC","7397 N GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.739168","-116.787468","General Remediation, RCRA Hazardous Waste Site",""
"5250","2011BAZ6315","SUTTONS BODY SHOP","416 E 5TH AVE","POST FALLS","Kootenai","General Remediation","47.711842","-116.942507","General Remediation, RCRA Hazardous Waste Site",""
"14376","2012BAZ438","SWAIN RANCH","2054 COVE RD","WEISER","Ada","General Remediation","44.224202","-116.817029","General Remediation",""
"5260","2011BAZ6328","SYNOLD MILDRED PROPERTY","","TENSED","Benewah","General Remediation","","","General Remediation",""
"7548","2011BAZ6330","SYRINGA GENERAL HOSPITAL","607 W MAIN","GRANGEVILLE","Idaho","General Remediation","45.92691","-116.12759","General Remediation, Underground Storage Tanks",""
"28630","2013BAZ288","SYSTEM TRANSPORT","I-90 EB MP 49","KELLOGG","Shoshone","General Remediation","47.545783","-116.133481","General Remediation",""
"27627","2013BAZ17","TAMARACK RESORT","311 VILLAGE DR","TAMARACK","Valley","General Remediation","44.669769","-116.124118","General Remediation, RCRA Hazardous Waste Site",""
"27440","2013BAZ205","TAMMY FARMIN","2770 LAKESHORE DR","SAGLE","Bonner","General Remediation","48.237192","-116.578456","General Remediation",""
"27563","2013BAZ81","TENSED SERVICE STATION","HWY 95","TENSED","Benewah","General Remediation","47.160394","-116.922842","General Remediation",""
"5925","2011BAZ7581","TENTH ST LUMBER","502 N TENTH ST","ST MARIES","Benewah","General Remediation","47.319","-116.57","General Remediation","yes"
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6100","2011BAZ1180","TESORO LOGISTICS BOISE TERMINAL","201 N PHILLIPPI ST","BOISE","Ada","General Remediation","43.607175","-116.249084","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27498","2013BAZ146","THERMAL DYNAMIC","11000 N HOWELL RD","RATHDRUM","Kootenai","General Remediation","47.772167","-116.969225","General Remediation",""
"14416","2012BAZ48","THIESSEN OIL CO","815 SNAKE RIVER AVE","LEWISTON","Nez Perce","General Remediation","46.411403","-117.032645","General Remediation, RCRA Hazardous Waste Site",""
"7585","2011BAZ6441","THOMAS LANGSTON","MAIN & CENTER","VICTOR","Teton","General Remediation","43.60286","-111.1116","General Remediation, Underground Storage Tanks",""
"9689","2011BAZ6443","THOMPSON CREEK MINING CO","SQUAW CREEK RD (35 MI SW OF CHALLIS IDAHO)","CLAYTON","Custer","General Remediation","44.303505","-114.519583","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"5310","2011BAZ6446","THORCO INC","4965 INDUSTRIAL AVE E","COEUR D ALENE","Kootenai","General Remediation","47.727799","-116.83785","General Remediation, RCRA Hazardous Waste Site",""
"186060","2016BAZ46","THORNTON SHELL","4865 S JENKINS LN","REXBURG","Madison","General Remediation","43.757524","-111.84723","General Remediation",""
"5318","2011BAZ6459","THURMAN TRUCK REBUILT","1203 W WRIGHT ST","BOISE","Ada","General Remediation","43.571173","-116.195872","General Remediation",""
"110433","2014BAZ6","TILDEN TRANSPORT LLC","NEZ PERCE AND BUCHANAN","","Jerome","General Remediation","42.709316","-114.514905","General Remediation",""
"28641","2013BAZ276","TOBLERS MARINA","13155 BENTZ RD","HAYDEN","Kootenai","General Remediation","47.792603","-116.790669","General Remediation",""
"7592","2011BAZ6479","TOM SCOTT MAZDA","603 11TH AVE N","NAMPA","Canyon","General Remediation","43.5865","-116.55343","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"110421","2014BAZ49","TORRES TRUCKING","I84 MP 153","WENDELL","Gooding","General Remediation","42.797293","-114.755298","General Remediation",""
"110423","2014BAZ50","TRANS SYSTEMS","HWY 26 MP 149","GOODING","Gooding","General Remediation","42.93919","-114.713333","General Remediation",""
"5359","2011BAZ6535","TRI CNTY EQUIPMENT INC MAIN ST","164 E MAIN ST","REXBURG","Madison","General Remediation","43.825493","-111.778976","General Remediation, RCRA Hazardous Waste Site",""
"5366","2011BAZ6546","TRINITY TRAILER MFG INC","8200 S EISENMAN RD","BOISE","Ada","General Remediation","43.526718","-116.153453","General Remediation, RCRA Hazardous Waste Site",""
"14100","2012BAZ187","TRIUMPH MINE REMEDIATION","","TRIUMPH","Blaine","General Remediation","43.644631","-114.261219","General Remediation, Mining","yes"
"125486","2016BAZ21","TROY TRUCK BUILDING","510 S MAIN ST","TROY","Latah","General Remediation","46.73467","-116.76674","General Remediation",""
