"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"7722","2011BAZ7112","UTAH POWER & LIGHT GRACE HYDRO","822 GRACE POWER PLANT RD (4 MI SW OF GRACE)","GRACE","Caribou","Underground Storage Tanks","42.58762","-111.7284","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9818","2011BAZ7113","UTAH POWER & LIGHT LAVA HOT SPRS SVC CTR","85 S 600 W","LAVA HOT SPRINGS","Bannock","Underground Storage Tanks","42.6184","-112.02027","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9819","2011BAZ7115","UTAH POWER & LIGHT MUD LAKE","1074 E 1500 N","TERRETON","Jefferson","Underground Storage Tanks","43.84115","-112.48112","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7723","2011BAZ7117","V-1 OIL CO","824 SIMPLOT AVE","CALDWELL","Canyon","Underground Storage Tanks","43.67003","-116.70755","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","yes","Underground Storage Tanks"
"9820","2011BAZ7118","V-1 OIL CO (2)","435 N WASHINGTON","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.56937","-114.48039","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7724","2011BAZ7119","V-1 OIL CO (3)","3166 POLELINE RD","POCATELLO","Bannock","Underground Storage Tanks","42.89122","-112.46606","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7725","2011BAZ7120","V-1 OIL CO (5)","1700 N HOLMES AVE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.51345","-112.02333","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7726","2011BAZ7121","V-1 OIL CO (8)","500 MAIN ST","SALMON","Lemhi","Underground Storage Tanks","45.17603","-113.89444","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"13972","2011BAZ7122","VACANT LOT","3201 POLELINE RD","POCATELLO","Bannock","Underground Storage Tanks","42.891384","-112.4662","Underground Storage Tanks","","Underground Storage Tanks"
"5715","2011BAZ7123","VACANT LOT","1029 MAIN AVE","ST MARIES","Benewah","Underground Storage Tanks","42.891384","-112.466203","Underground Storage Tanks","","Underground Storage Tanks"
"9821","2011BAZ7124","VACANT WAREHOUSE","SE CORNER 5TH & GROVE","BOISE","Ada","Underground Storage Tanks","43.613","-116.20068","Underground Storage Tanks","","Underground Storage Tanks"
"9822","2011BAZ7125","VAL GRIGGS","3600 N HWY 200 E","SANDPOINT","Bonner","Underground Storage Tanks","48.30702","-116.5327","Underground Storage Tanks","","Underground Storage Tanks"
"3940","2011BAZ3305","VALLEY AGRONOMICS","22657 HWY 30 (1.5 MI W OF HANSEN)","HANSEN","Twin Falls","Underground Storage Tanks","42.532196","-114.320469","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9824","2011BAZ7128","VALLEY AIR SERVICE","5103 HUBLER LN","CALDWELL","Canyon","Underground Storage Tanks","43.69207","-116.63448","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5718","2011BAZ7130","VALLEY BEAN & GRAIN CO","206 W BOYD ST (PO BOX 87)","MURTAUGH","Twin Falls","Underground Storage Tanks","42.492509","-114.162832","Underground Storage Tanks","","Underground Storage Tanks"
"9825","2011BAZ7131","VALLEY CAR SALES","1801-1819 MAIN ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.41798","-117.00637","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7728","2011BAZ7132","VALLEY CAR WASH","817 S 3RD AVE ","HAILEY","Blaine","Underground Storage Tanks","43.51369","-114.30632","Underground Storage Tanks","","Underground Storage Tanks"
"9826","2011BAZ7133","VALLEY CNTY ROAD DEPT","502 S FRONT","CASCADE","Valley","Underground Storage Tanks","44.51197","-116.0363","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7729","2011BAZ7134","VALLEY CNTY ROAD DEPT 2","NO 5 W LAKE FORK RD","CASCADE","Valley","Underground Storage Tanks","44.83259","-116.0854","Underground Storage Tanks","","Underground Storage Tanks"
"7730","2011BAZ7136","VALLEY CO-OP BUHL CENEX","130 11TH AVE S","BUHL","Twin Falls","Underground Storage Tanks","42.59781","-114.75979","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7731","2011BAZ7137","VALLEY CO-OP COUNTRY STORE NO 43","708 HWY 30 E","BUHL","Twin Falls","Underground Storage Tanks","42.59404","-114.74957","Underground Storage Tanks","","Underground Storage Tanks"
"7732","2011BAZ7138","VALLEY CO-OP JEROME","837 W MAIN ST","JEROME","Jerome","Underground Storage Tanks","42.7231","-114.53087","Underground Storage Tanks","","Underground Storage Tanks"
"27638","2013BAZ6","VALLEY COUNTRY STORE","2442 MAIN ST","GOODING","Gooding","Underground Storage Tanks","42.923932","-114.712794","Underground Storage Tanks","","Underground Storage Tanks"
"9827","2011BAZ7139","VALLEY COUNTRY STORE","11 HWY 26 E","SHOSHONE","Lincoln","Underground Storage Tanks","42.93624","-114.40146","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"5720","2011BAZ7140","VALLEY COUNTRY STORE NO 4","1466 S LINCOLN AVE","JEROME","Jerome","Underground Storage Tanks","42.71035","-114.517143","Underground Storage Tanks","","Underground Storage Tanks"
"7733","2011BAZ7141","VALLEY COUNTRY STORE NO 40","103 N RAIL ST","SHOSHONE","Lincoln","Underground Storage Tanks","42.93574","-114.40545","Underground Storage Tanks","","Underground Storage Tanks"
"9828","2011BAZ7142","VALLEY COUNTRY STORE NO 41","200 2ND AVE W","GOODING","Gooding","Underground Storage Tanks","42.94392","-114.71429","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7734","2011BAZ7143","VALLEY COUNTRY STORE NO 45","175 W MAIN","WENDELL","Gooding","Underground Storage Tanks","42.77534","-114.70556","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7735","2011BAZ7144","VALLEY COUNTRY STORE NO 7","1960 S FRONTAGE RD","WENDELL","Gooding","Underground Storage Tanks","42.76397","-114.69937","Underground Storage Tanks","","Underground Storage Tanks"
"9829","2011BAZ7145","VALLEY COUNTRY STORE NO 8","805 S GREENWOOD","SHOSHONE","Lincoln","Underground Storage Tanks","42.92887","-114.41015","Underground Storage Tanks","","Underground Storage Tanks"
"7736","2011BAZ7148","VALLEY IMPLEMENT & MOTOR","125 S STATE ST","PRESTON","Franklin","Underground Storage Tanks","42.09378","-111.87631","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7737","2011BAZ7149","VALLEY JUNCTION","24435 HWY 93 (JCT OF US HWY 93 & STATE HWY 75)","CHALLIS","Custer","Underground Storage Tanks","44.47583","-114.20893","Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"7738","2011BAZ7150","VALLEY MART GROCERS","31504 S HWY 3","MEDIMONT","Kootenai","Underground Storage Tanks","47.45888","-116.59102","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"9830","2011BAZ7153","VALLEY PUMP EQUIPMENT","608 N WASHINGTON","EMMETT","Gem","Underground Storage Tanks","43.88046","-116.49994","Underground Storage Tanks","","Underground Storage Tanks"
"7739","2011BAZ7155","VALLEY SERVICE","219 E GARNET AVE","FAIRFIELD","Camas","Underground Storage Tanks","43.34667","-114.78922","Underground Storage Tanks","","Underground Storage Tanks"
"9831","2011BAZ7156","VALLEY TRUSS CO INC","316 E 42ND ST","GARDEN CITY","Ada","Underground Storage Tanks","43.63369","-116.24763","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7740","2011BAZ7157","VALLEY VIEW CHEVRON","459 HWY 55","HORSESHOE BEND","Boise","Underground Storage Tanks","43.91737","-116.196308","Underground Storage Tanks","","Underground Storage Tanks"
"9832","2011BAZ7158","VALLEY VIEW GENERAL STORE","HWY 20","ISLAND PARK","Fremont","Underground Storage Tanks","44.62715","-111.33379","Underground Storage Tanks","","Underground Storage Tanks"
"7741","2011BAZ7159","VALLEY VIEW RETIREMENT CENTER","1130 N ALLUMBAUGH","BOISE","Ada","Underground Storage Tanks","43.61543","-116.26594","Underground Storage Tanks","","Underground Storage Tanks"
"7742","2011BAZ7161","VALLEY WHEEL","336 CALDWELL BLVD","NAMPA","Canyon","Underground Storage Tanks","43.59114","-116.58141","Underground Storage Tanks","","Underground Storage Tanks"
"13974","2011BAZ7164","VALLEY WIDE CO-OP","1175 W MAIN","REXBURG","Madison","Underground Storage Tanks","43.826","-111.816","Underground Storage Tanks","","Underground Storage Tanks"
"13973","2011BAZ7163","VALLEY WIDE CO-OP","101 E MAIN ST","REXBURG","Madison","Underground Storage Tanks","43.826456","-111.780556","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7743","2011BAZ7162","VALLEY WIDE CO-OP","28028 HWY 20-26","PARMA","Canyon","Underground Storage Tanks","43.77791","-116.92976","Underground Storage Tanks","","Underground Storage Tanks"
"6423","2011BAZ2293","VALLEY WIDE COOPERATIVE","264 S STATE ST","PRESTON","Franklin","Underground Storage Tanks","42.09091","-111.876953","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9835","2011BAZ7165","VALLEY WIDE CO-OP INC","910 S ONEIDA","RUPERT","Minidoka","Underground Storage Tanks","42.60368","-113.68498","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7744","2011BAZ7166","VALLEY WIDE TRAVEL PLAZA","1175 W MAIN","ASHTON","Fremont","Underground Storage Tanks","44.07983","-111.45509","Underground Storage Tanks","","Underground Storage Tanks"
"7745","2011BAZ7167","VALLIVUE SD NO 139","16412 S 10TH AVE","CALDWELL","Canyon","Underground Storage Tanks","43.6102","-116.69081","Underground Storage Tanks","","Underground Storage Tanks"
"7746","2011BAZ7168","VALS CHEVRON","12222 OVERLAND","BOISE","Ada","Underground Storage Tanks","43.59086","-116.33474","Underground Storage Tanks","","Underground Storage Tanks"
"9823","2011BAZ7126","VAL SCHWENDIMAN FARMS INC","9633 E HWY 33","NEWDALE","Fremont","Underground Storage Tanks","43.88321","-111.58556","Underground Storage Tanks","","Underground Storage Tanks"
"9836","2011BAZ7169","VALS KETCHUM TEXACO","131 N MAIN AVE","KETCHUM","Blaine","Underground Storage Tanks","43.67979","-114.36324","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9740","2011BAZ7174","VANCE BURRUP","360 S INDIAN CK RD","INKOM","Bannock","Underground Storage Tanks","42.75811","-112.27376","Underground Storage Tanks","","Underground Storage Tanks"
"7747","2011BAZ7170","VAN DEUSSEN RANCH","8251 VAN DEUSSEN RD","EMMETT","Gem","Underground Storage Tanks","43.98715","-116.49776","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"5728","2011BAZ7171","VAN DYK TRUCK REPAIR & PARTS","1760 KIMBERLY RD","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.548395","-114.451175","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7748","2011BAZ7172","VAN GAS INC","2868 GARRETT WAY","POCATELLO","Bannock","Underground Storage Tanks","42.88867","-112.47288","Underground Storage Tanks","","Underground Storage Tanks"
"5732","2011BAZ7177","VAUGHN SMITH CONSTRUCTION","2584 MEADOW HILL RD","SODA SPRINGS","Caribou","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"9837","2011BAZ7178","VAY GENERAL STORE","HCR 1 BOX 271","PRIEST RIVER","Bonner","Underground Storage Tanks","48.12737","-116.77495","Underground Storage Tanks","","Underground Storage Tanks"
"7749","2011BAZ7179","VAY SECTION TOOL HOUSE","MP 57.7","DOVER","Bonner","Underground Storage Tanks","48.11847","-116.7754","Underground Storage Tanks","","Underground Storage Tanks"
"7750","2011BAZ7181","VERDEAN BODILY OIL CO","1594 W BROADWAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49739","-112.06286","Underground Storage Tanks","","Underground Storage Tanks"
"9838","2011BAZ7182","VERIZON MOSCOW GARAGE","122 W E ST","MOSCOW","Latah","Underground Storage Tanks","46.7388","-117.00199","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9839","2011BAZ7183","VERIZON NW COEUR D ALENE SUPPORT","747 W PRAIRIE AVE","HAYDEN","Kootenai","Underground Storage Tanks","47.74566","-116.79532","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9840","2011BAZ7186","VERNS CHEVRON","203 W 3RD ST","MOSCOW","Latah","Underground Storage Tanks","46.73218","-117.00322","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"5735","2011BAZ7185","VERN SCHUTTE & SONS INC","3054 KIMBERLY RD","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.548258","-114.421429","Underground Storage Tanks","","Underground Storage Tanks"
"5737","2011BAZ7188","VICTOR GATEWAY LLC","420 S MAIN ST","VICTOR","Teton","Underground Storage Tanks","43.597661","-111.111059","Underground Storage Tanks","","Underground Storage Tanks"
"5738","2011BAZ7189","VICTOR SECTION","VICTOR SECTION","VICTOR","Teton","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"9841","2011BAZ7190","VIGORO FARM MARKET INC IDAHO FALLS","3755 ST LEON RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.52925","-112.00385","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7751","2011BAZ7191","VIGORO INDUSTRIES INC","315 1ST ST S","NAMPA","Canyon","Underground Storage Tanks","43.58473","-116.56859","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7752","2011BAZ7192","VIJA S COLLINS","7050 PLEASANT VALLEY RD","BOISE","Ada","Underground Storage Tanks","43.53815","-116.2334","Underground Storage Tanks","","Underground Storage Tanks"
"9842","2011BAZ7194","VILLAGE APTS","200 SE AVE","NEW PLYMOUTH","Payette","Underground Storage Tanks","43.96828","-116.81655","Underground Storage Tanks","","Underground Storage Tanks"
"7753","2011BAZ7195","VILLAGE GREEN RESTAURANT","MAIN & FRIENDS RD","GREENLEAF","Canyon","Underground Storage Tanks","43.66888","-116.8229","Underground Storage Tanks","","Underground Storage Tanks"
"8754","2011BAZ7196","VILLAGE MART","190 HWY 30 E","INKOM","Bannock","Underground Storage Tanks","43.94279","-115.94656","Underground Storage Tanks","","Underground Storage Tanks"
"13975","2011BAZ7197","VILLAGE MART","200 S MAIN","PLACERVILLE","Boise","Underground Storage Tanks","43.943","-115.947","Underground Storage Tanks","","Underground Storage Tanks"
"9844","2011BAZ7198","VINSON TIMBER CO","HWY 200","KOOTENAI","Bonner","Underground Storage Tanks","48.308318","-116.518893","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"6671","2011BAZ3190","VINTAGE PROPERTIES LLLP","125 MILL RD","HORSESHOE BEND","Boise","Underground Storage Tanks","43.912378","-116.19256","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5740","2011BAZ7199","VIOLET BELL","101 CNTY RD","SMELTERVILLE","Shoshone","Underground Storage Tanks","47.544258","-116.173745","Underground Storage Tanks","","Underground Storage Tanks"
"5736","2011BAZ7187","V-I ROBINS FARMS INC","STAR RT  BOX 115","BURLEY","Cassia","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"7754","2011BAZ7201","VISTA BAY RESORT","SOUTHSHORE DR","BAYVIEW","Kootenai","Underground Storage Tanks","47.97466","-116.54466","Underground Storage Tanks","","Underground Storage Tanks"
"9845","2011BAZ7203","VISTA SINCLAIR","1590 VISTA","BOISE","Ada","Underground Storage Tanks","43.59026","-116.21342","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"9846","2011BAZ7205","VOLCO INC BURLEY","303 N OVERLAND AVE","BURLEY","Cassia","Underground Storage Tanks","42.558853","-113.792762","Underground Storage Tanks","","Underground Storage Tanks"
"7755","2011BAZ7206","VOLCO INC GOODING","113 MAIN ST","GOODING","Gooding","Underground Storage Tanks","42.944675","-114.713295","Underground Storage Tanks","","Underground Storage Tanks"
"7756","2011BAZ7207","VOLCO INC JEROME","515 W MAIN ST","JEROME","Jerome","Underground Storage Tanks","42.72438","-114.52728","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"5744","2011BAZ7208","VOLCO INC TWIN FALLS","1390 HIGHLAND AVE E","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.544463","-114.45687","Underground Storage Tanks","","Underground Storage Tanks"
"5746","2011BAZ7210","VOWELS FARMS INC","RT  BOX 18-B","PRINCETON","Latah","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"5747","2011BAZ7211","VOWELS LOGGING INC","RT 1 BOX 44","PRINCETON","Latah","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"7757","2011BAZ7212","VOX (THE)","S MAIN","MOSCOW","Latah","Underground Storage Tanks","46.73515","-116.98707","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7057","2011BAZ4553","WABTEC GLOBAL SERVICES TRUCK ANNEX","2100 BRANIFF ST","BOISE","Ada","Underground Storage Tanks","43.552681","-116.157771","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7758","2011BAZ7217","WABTEC MOTIVEPOWER","4600 APPLE ST","BOISE","Ada","Underground Storage Tanks","43.558714","-116.171139","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7759","2011BAZ7218","WADA FARMS POTATOES INC","910 NE MAIN","BLACKFOOT","Bingham","Underground Storage Tanks","43.19473","-112.33654","Underground Storage Tanks","","Underground Storage Tanks"
"9848","2011BAZ7219","WADA FARMS RISING RIVER RANCHES","743 N 150 W","BLACKFOOT","Bingham","Underground Storage Tanks","43.30482","-112.32595","Underground Storage Tanks","","Underground Storage Tanks"
"5751","2011BAZ7220","WADE POVEY FARMS","2479 POVEY RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.837575","-112.924441","Underground Storage Tanks","","Underground Storage Tanks"
"5752","2011BAZ7221","WAGNER TRANSPORT","3200 E KIMBERLY RD RF","TWIN FALLS","Twin Falls","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"7760","2011BAZ7222","WAGNER TRANSPORTATION","410 LOCUST ST N","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.56813","-114.4558","Underground Storage Tanks","","Underground Storage Tanks"
"7761","2011BAZ7223","WAGON WHEEL CAFE","HWY 78","MURPHY","Owyhee","Underground Storage Tanks","43.21548","-116.54862","Underground Storage Tanks","","Underground Storage Tanks"
"7764","2011BAZ7251","WALKER CENTER (THE)","1120-A MONTANA ST","GOODING","Gooding","Underground Storage Tanks","42.93345","-114.70901","Underground Storage Tanks","","Underground Storage Tanks"
"5777","2011BAZ7252","WALKER FARMS","14329 W ARCO HWY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.530142","-111.980573","Underground Storage Tanks","","Underground Storage Tanks"
"13978","2011BAZ7254","WALKER FARMS","108 N RAILROAD","MENAN","Jefferson","Underground Storage Tanks","43.718","-112.003","Underground Storage Tanks","","Underground Storage Tanks"
"7767","2011BAZ7255","WALKER PUMP CO","OLD N YELLOWSTONE HWY","RIGBY","Jefferson","Underground Storage Tanks","43.65146","-111.92432","Underground Storage Tanks","","Underground Storage Tanks"
"7769","2011BAZ7258","WALLACE BROS SAND & GRAVEL","14533 RIVER RD","CALDWELL","Canyon","Underground Storage Tanks","43.69809","-116.68806","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9849","2011BAZ7259","WALLACE CENTRAL OFFICE","411 4TH ST","WALLACE","Shoshone","Underground Storage Tanks","47.47199","-115.92683","Underground Storage Tanks","","Underground Storage Tanks"
"9850","2011BAZ7260","WALLACE EXXON","302 5TH ST","WALLACE","Shoshone","Underground Storage Tanks","47.47304","-115.92565","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7770","2011BAZ7261","WALLACE L BAKER","200 TERRACE DR","BURLEY","Cassia","Underground Storage Tanks","42.51711","-113.68212","Underground Storage Tanks","","Underground Storage Tanks"
"7771","2011BAZ7263","WALLACE SD NO 393 BUS BARN","410 HOTEL ST","WALLACE","Shoshone","Underground Storage Tanks","47.47097","-115.92292","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"9851","2011BAZ7264","WALLACE SUPER STOP","RIVER ST & HWY 10","WALLACE","Shoshone","Underground Storage Tanks","47.47408","-115.92672","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"5780","2011BAZ7265","WALLACE W SMITH","410 W CHUBBUCK RD","POCATELLO","Bannock","Underground Storage Tanks","42.92107","-112.474178","Underground Storage Tanks","","Underground Storage Tanks"
"7768","2011BAZ7257","WALL INC","117 E CUSTER","MACKAY","Custer","Underground Storage Tanks","43.91223","-113.60838","Underground Storage Tanks","","Underground Storage Tanks"
"7762","2011BAZ7228","WAL MART 2006","2981 THAIN GRADE","LEWISTON","Nez Perce","Underground Storage Tanks","46.394245","-116.990426","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4396","2011BAZ4445","WAL MART NO 3739","5711 E FRANKLIN RD","NAMPA","Canyon","Underground Storage Tanks","43.604582","-116.508532","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112783","2015BAZ49","WAL MART SUPERCENTER 1878","1450 N 2ND E","REXBURG","Madison","Underground Storage Tanks","43.856341","-111.776321","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5757","2011BAZ7229","WAL MART SUPERCENTER 1900","385 N OVERLAND AVE","BURLEY","Cassia","Underground Storage Tanks","42.560371","-113.789912","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5768","2011BAZ7241","WAL MART SUPERCENTER 3472","3050 E MULLAN AVE","POST FALLS","Kootenai","Underground Storage Tanks","47.71389","-116.90724","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5771","2011BAZ7244","WAL MART SUPERCENTER 3897","252 CHENEY DR W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.589209","-114.483927","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7772","2011BAZ7266","WALTER OPP CONSTRUCTION","3904 E FLAMINGO","NAMPA","Canyon","Underground Storage Tanks","43.59798","-116.52266","Underground Storage Tanks","","Underground Storage Tanks"
"9852","2011BAZ7267","WALTER SPEELMON","1703 N 1200 E","TERRETON","Jefferson","Underground Storage Tanks","43.87165","-112.45606","Underground Storage Tanks","","Underground Storage Tanks"
"7773","2011BAZ7269","WALTERS READY MIX INC","342 W 4TH N","REXBURG","Madison","Underground Storage Tanks","43.83323","-111.79375","Underground Storage Tanks","","Underground Storage Tanks"
"9853","2011BAZ7268","WALTER T SIGMONT","3131 LANARK","MERIDIAN","Ada","Underground Storage Tanks","43.60695","-116.35562","Underground Storage Tanks","","Underground Storage Tanks"
"9854","2011BAZ7270","WALTON FEED INC","135 N 10TH ST","MONTPELIER","Bear Lake","Underground Storage Tanks","42.318621","-111.311222","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7774","2011BAZ7271","WAPELLO FIRST & SECOND","337 N 200 E","BLACKFOOT","Bingham","Underground Storage Tanks","43.24527","-112.25779","Underground Storage Tanks","","Underground Storage Tanks"
"7775","2011BAZ7273","WARD AMOCO SERVICE","7 S MAIN","ABERDEEN","Bingham","Underground Storage Tanks","42.94379","-112.83691","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"9855","2011BAZ7274","WARD OIL","2601 S 5TH AVE","POCATELLO","Bannock","Underground Storage Tanks","42.84779","-112.42216","Underground Storage Tanks","","Underground Storage Tanks"
"9856","2011BAZ7275","WAREHOUSE SITE","FIRST AVE & RIVER ST","KETCHUM","Blaine","Underground Storage Tanks","43.67812","-114.36382","Underground Storage Tanks","","Underground Storage Tanks"
"7776","2011BAZ7277","WARM LAKE PROJECT CAMP","WARM LAKE-STANLEY 579","CASCADE","Valley","Underground Storage Tanks","44.65866","-115.65746","Underground Storage Tanks","","Underground Storage Tanks"
"9857","2011BAZ7278","WARM SPRINGS GOLF CLUB","2495 WARM SPRINGS AVE","BOISE","Ada","Underground Storage Tanks","43.59211","-116.165","Underground Storage Tanks","","Underground Storage Tanks"
"5786","2011BAZ7282","WASCO RAIN FOR RENT","HWY 27 S","PAUL","Minidoka","Underground Storage Tanks","42.600025","-113.782967","Underground Storage Tanks","","Underground Storage Tanks"
"5789","2011BAZ7287","WASHINGTON CONSTRUCTION","DRY VALLEY MINE SITE","SODA SPRINGS","Caribou","Underground Storage Tanks","","","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"13979","2011BAZ7285","WASHINGTON CO ROAD & BRIDGE","1102 E COURT ST","CAMBRIDGE","Washington","Underground Storage Tanks","44.247","-116.95","Underground Storage Tanks","","Underground Storage Tanks"
"7777","2011BAZ7286","WASHINGTON CO ROAD & BRIDGE","HWY 95","WEISER","Washington","Underground Storage Tanks","44.24729","-116.95028","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"112799","2015BAZ54","WASHINGTON FEDERAL SAVINGS AND LOAN","655 W CENTER ST","POCATELLO","Bannock","Underground Storage Tanks","42.859342","-112.453857","Underground Storage Tanks","","Underground Storage Tanks"
"9859","2011BAZ7288","WASHINGTON GROUP PLAZA IV","800 PARK BLVD","BOISE","Ada","Underground Storage Tanks","43.60408","-116.18979","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"9860","2011BAZ7289","WASHINGTON ST YARDS","CITY ST DEPT","BONNERS FERRY","Boundary","Underground Storage Tanks","48.69274","-116.31007","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7778","2011BAZ7290","WASHINGTON WATER POWER CO","510 BEST AVE","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.70052","-116.77898","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7779","2011BAZ7294","WATER DEPT BUTLER PARK","CORNER OF MENDI & GOIRI","KUNA","Ada","Underground Storage Tanks","43.49847","-116.42055","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7781","2011BAZ7296","WATERFRONT EXPRESS INC","209 E SUPERIOR","SANDPOINT","Bonner","Underground Storage Tanks","48.27093","-116.54548","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7780","2011BAZ7295","WATER TRANSMISSION SHOP","2605 16TH AVE","LEWISTON","Nez Perce","Underground Storage Tanks","46.40423","-116.99445","Underground Storage Tanks","","Underground Storage Tanks"
"5793","2011BAZ7298","WATKINS INC DBA S IDA","1640 KIMBERLY RD","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.547829","-114.453361","Underground Storage Tanks","","Underground Storage Tanks"
