"Site Number","Name","Alias","Address","Town","County","Acres","IC_Controls","Status","Substatus","Status Date","Program","Latitude","Longitude"
"REM01973","15 SEA STREET","","15 SEA STREET","EASTPORT","WASHINGTON",1,"FALSE","INVESTIGATION STAGE","ONGOING",11/21/2011,"BROWNFIELDS-104K",44.90345,-66.98415
"REM01974","BRIDGES PROPERTY","","428 MAIN STREET","CALAIS","WASHINGTON",1,"FALSE","INVESTIGATION STAGE","ONGOING",12/31/2015,"BROWNFIELDS-104K",45.18908,-67.27602
"REM01975","ANTONE'S TRIANGLE STORE","","423 U.S. ROUTE 1","PEMBROKE","WASHINGTON",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/26/2011,"BROWNFIELDS-104K",44.94748,-67.1825
"REM01975","ANTONE'S TRIANGLE STORE","","423 U.S. ROUTE 1","PEMBROKE","WASHINGTON",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/26/2011,"VRAP",44.94748,-67.1825
"REM01976","CHARLIE'S AUTO CENTER","","56 FOSTER STREET","ELLSWORTH","HANCOCK",0,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",12/23/2015,"VRAP",44.53403,-68.41429
"REM01976","CHARLIE'S AUTO CENTER","","56 FOSTER STREET","ELLSWORTH","HANCOCK",0,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",12/23/2015,"BROWNFIELDS-104K",44.53403,-68.41429
"REM01977","VAN LOON PROPERTY","","","ELLSWORTH","HANCOCK",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/24/2010,"BROWNFIELDS-104K",44.53547,-68.41473
"REM01978","FJM LOT 2","","201 FORE STREET","PORTLAND","CUMBERLAND",1,"UNKNOWN","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/09/2011,"VRAP",43.65992,-70.2499
"REM01979","PRIMARY SCHOOL","","24 SCHOOL STREET","WILTON","FRANKLIN",1,"FALSE","INVESTIGATION STAGE","ONGOING",11/06/2010,"BROWNFIELDS-104K",44.59119,-70.23139
"REM01980","WESTBROOK RITE AID","","465 MAIN STREET","WESTBROOK","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/23/2010,"VRAP",43.68185,-70.34976
"REM01981","THIBODEAU PROPERTY","","3 VILLAGE ROAD","FORT KENT","AROOSTOOK",1,"FALSE","INVESTIGATION STAGE","ONGOING",08/24/2010,"BROWNFIELDS-104K",47.24484,-68.60731
"REM01982","PRIME TANNING","","20, 29, 34 AND 35 SULLIVAN STREET","BERWICK","YORK",11,"FALSE","INVESTIGATION STAGE","ONGOING",08/07/2015,"BROWNFIELDS-104K",43.26732,-70.86383
"REM01982","PRIME TANNING","","20, 29, 34 AND 35 SULLIVAN STREET","BERWICK","YORK",11,"FALSE","INVESTIGATION STAGE","ONGOING",08/07/2015,"VRAP",43.26732,-70.86383
"REM01982","PRIME TANNING","","20, 29, 34 AND 35 SULLIVAN STREET","BERWICK","YORK",11,"FALSE","INVESTIGATION STAGE","ONGOING",08/07/2015,"BROWNFIELDS-128A",43.26732,-70.86383
"REM01983","GARDINER WATERFRONT","","23 STEAMBOAT STREET","GARDINER","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/06/2012,"BROWNFIELDS",44.22843,-69.76924
"REM01983","GARDINER WATERFRONT","","23 STEAMBOAT STREET","GARDINER","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/06/2012,"VRAP",44.22843,-69.76924
"REM01984","WESTPOINT STEVENS","THE MILLS AT PEPPERELL, PEPPERELL MILL COMPLEX, WEST POINT STEVENS","1-15 YORK STREET, 100 MAIN STREET, 2 MAIN STREET, AND 12 YORK STREET","BIDDEFORD","YORK",9,"FALSE","REMEDIATION STAGE","ONGOING",08/18/2016,"BROWNFIELDS-128A",43.49292,-70.45148
"REM01984","WESTPOINT STEVENS","THE MILLS AT PEPPERELL, PEPPERELL MILL COMPLEX, WEST POINT STEVENS","1-15 YORK STREET, 100 MAIN STREET, 2 MAIN STREET, AND 12 YORK STREET","BIDDEFORD","YORK",9,"FALSE","REMEDIATION STAGE","ONGOING",08/18/2016,"RCRA",43.49292,-70.45148
"REM01984","WESTPOINT STEVENS","THE MILLS AT PEPPERELL, PEPPERELL MILL COMPLEX, WEST POINT STEVENS","1-15 YORK STREET, 100 MAIN STREET, 2 MAIN STREET, AND 12 YORK STREET","BIDDEFORD","YORK",9,"FALSE","REMEDIATION STAGE","ONGOING",08/18/2016,"BROWNFIELDS-104K",43.49292,-70.45148
"REM01984","WESTPOINT STEVENS","THE MILLS AT PEPPERELL, PEPPERELL MILL COMPLEX, WEST POINT STEVENS","1-15 YORK STREET, 100 MAIN STREET, 2 MAIN STREET, AND 12 YORK STREET","BIDDEFORD","YORK",9,"FALSE","REMEDIATION STAGE","ONGOING",08/18/2016,"VRAP",43.49292,-70.45148
"REM01985","RAIL LINE UPGRADE","","BETWEEN MAINE & SPRING STREETS","BRUNSWICK","CUMBERLAND",4,"UNKNOWN","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/08/2012,"BROWNFIELDS",43.91148,-69.96633
"REM01985","RAIL LINE UPGRADE","","BETWEEN MAINE & SPRING STREETS","BRUNSWICK","CUMBERLAND",4,"UNKNOWN","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/08/2012,"VRAP",43.91148,-69.96633
"REM01986","WALDO COUNTY SHERIFF","45 CONGRESS STREET, OLD WALDO COUNTY JAIL","45 CONGRESS STREET","BELFAST","WALDO",3,"TRUE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",10/15/2015,"VRAP",44.42219,-69.00977
"REM01986","WALDO COUNTY SHERIFF","45 CONGRESS STREET, OLD WALDO COUNTY JAIL","45 CONGRESS STREET","BELFAST","WALDO",3,"TRUE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",10/15/2015,"BROWNFIELDS-104K",44.42219,-69.00977
"REM01987","I-95 MOBIL","","247 NORTH STREET","HOULTON","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/25/2013,"VRAP",46.14202,-67.83954
"REM01988","CYR CONSTRUCTION","","217 MAIN STREET","CARIBOU","AROOSTOOK",17,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",09/17/2010,"VRAP",46.83045,-68.0078
"REM01989","KOEHLING PROPERTY","","215 GARDINER ROAD","WISCASSET","LINCOLN",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/21/2012,"BROWNFIELDS",44.01931,-69.66831
"REM01989","KOEHLING PROPERTY","","215 GARDINER ROAD","WISCASSET","LINCOLN",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/21/2012,"VRAP",44.01931,-69.66831
"REM01990","SOUCY PROPERTY","","64 EAST MAIN STREET","FORT KENT","AROOSTOOK",1,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",09/27/2010,"VRAP",47.25613,-68.59069
"REM01991","NORTHLAND PROPERTIES","","210, 211 & 212 MARKET ST","FORT KENT","AROOSTOOK",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/22/2010,"VRAP",47.24681,-68.57674
"REM01992","LEE'S FORMAL WEAR","","78 GRAHAM STREET","BIDDEFORD","YORK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/30/2013,"UNCONTROLLED SITES",43.4889,-70.46218
"REM01993","RAYMOND SERVICE CENTER","","2 COUNTY ROAD","RAYMOND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/10/2011,"VRAP",43.88619,-70.46552
"REM01994","NASB-PARCEL 1","","FITCH AVE & PEGASUS ST","BRUNSWICK","CUMBERLAND",21,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/01/2010,"VRAP",43.89874,-69.92465
"REM01995","BATH ARMORY","","2 OLD BRUNSWICK ROAD","BATH","SAGADAHOC",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/29/2014,"VRAP",43.91828,-69.82752
"REM01995","BATH ARMORY","","2 OLD BRUNSWICK ROAD","BATH","SAGADAHOC",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/29/2014,"BROWNFIELDS-128A",43.91828,-69.82752
"REM01996","BUDGET RENT A CAR","","1126 WESTBROOK STREET","PORTLAND","CUMBERLAND",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/21/2010,"VRAP",43.65342,-70.31093
"REM01997","HERITAGE METALCRAFT","","354 GRAY ROAD","WINDHAM","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/07/2011,"BROWNFIELDS-104K",43.77721,-70.41715
"REM01997","HERITAGE METALCRAFT","","354 GRAY ROAD","WINDHAM","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/07/2011,"VRAP",43.77721,-70.41715
"REM01997","HERITAGE METALCRAFT","","354 GRAY ROAD","WINDHAM","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/07/2011,"BROWNFIELDS-104K",43.77721,-70.41715
"REM01997","HERITAGE METALCRAFT","","354 GRAY ROAD","WINDHAM","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/07/2011,"VRAP",43.77721,-70.41715
"REM01998","MACHIAS SERVICE CENTER","","75 BROADWAY","MACHIAS","WASHINGTON",9,"FALSE","REMEDIATION STAGE","ONGOING",02/11/2011,"VRAP",44.72103,-67.46653
"REM01999","OLD TANNERY","","32 MARKET STREET","SACO","YORK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/25/2015,"VRAP",43.5014,-70.45956
"REM01999","OLD TANNERY","","32 MARKET STREET","SACO","YORK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/25/2015,"BROWNFIELDS-104K",43.5014,-70.45956
"REM02000","EMERY SCHOOL","","116 HILL STREET","BIDDEFORD","YORK",1,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",06/14/2011,"VRAP",43.48848,-70.45475
"REM02000","EMERY SCHOOL","","116 HILL STREET","BIDDEFORD","YORK",1,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",06/14/2011,"BROWNFIELDS-128A",43.48848,-70.45475
"REM02001","ANGELONE'S","","225 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/27/2011,"VRAP",43.6347,-70.25265
"REM02002","GOOD GUYS AUTO","","247 LEWISTON ROAD","TOPSHAM","SAGADAHOC",2,"FALSE","INVESTIGATION STAGE","ONGOING",12/01/2010,"VRAP",43.94646,-69.98547
"REM02003","161 OCEAN STREET","","161 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/08/2011,"VRAP",43.6368,-70.25308
"REM02004","WILMOT BROOK PROPERTY","","RIVER ROAD","RICHMOND","SAGADAHOC",1026,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/29/2011,"VRAP",44.12333,-69.7769
"REM02005","COLUMBIAN FACTORY","","135 MAIN STREET","LUBEC","WASHINGTON",7,"FALSE","INVESTIGATION STAGE","ONGOING",12/29/2010,"BROWNFIELDS-128A",44.85543,-66.99304
"REM02006","FRIENDSHIP PLUMBING AND HEATING","","26 MAIN STREET","FRIENDSHIP","KNOX",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/06/2011,"VRAP",43.98525,-69.33251
"REM02006","FRIENDSHIP PLUMBING AND HEATING","","26 MAIN STREET","FRIENDSHIP","KNOX",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/06/2011,"BROWNFIELDS",43.98525,-69.33251
"REM02007","CHIPCO INTERNATIONAL","","1281 ROOSEVELT TRAIL","RAYMOND","CUMBERLAND",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/04/2011,"VRAP",43.88746,-70.46382
"REM02008","INTERSTATE AUTOMOTIVE","","340 ODLIN ROAD","BANGOR","PENOBSCOT",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/12/2011,"VRAP",44.78841,-68.8119
"REM02059","MAINE YANKEE","BAILY POINT","","WISCASSET","LINCOLN",0,"FALSE","INVESTIGATION STAGE","ONGOING",01/01/1950,"RCRA",43.9517,-69.69558
"REM02010","BROADWAY IRVING","","1095 BROADWAY","SOUTH PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/29/2015,"VRAP",43.6284,-70.27687
"REM02012","QUIMBY MILL","","","BINGHAM","SOMERSET",0,"FALSE","INVESTIGATION STAGE","ONGOING",02/16/2011,"BROWNFIELDS-128A",45.05476,-69.88628
"REM02013","DRAGON PRODUCTS","","1 PIT STREET","FARMINGDALE","KENNEBEC",10,"FALSE","INVESTIGATION STAGE","ONGOING",02/16/2011,"BROWNFIELDS-128A",44.26467,-69.78071
"REM02014","JEFAL","","170 ANDERSON STREET","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/05/2011,"VRAP",43.66864,-70.25644
"REM02015","ARNOLD TRAIL QUALITY FUELS","","108 MAIN STREET","EUSTIS","FRANKLIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/27/2011,"VRAP",45.14019,-70.43937
"REM02016","YARMOUTH AUTO","","ROUTE 1 & WILLOW ST","YARMOUTH","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/07/2014,"VRAP",43.80343,-70.17964
"REM02018","BARBER FOODS","","70 ST. JOHN STREET","PORTLAND","CUMBERLAND",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/30/2011,"VRAP",43.64544,-70.27835
"REM02019","ADAMS SCHOOL","","34 MOODY STREET","PORTLAND","CUMBERLAND",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",01/04/2012,"VRAP",43.66634,-70.24448
"REM02019","ADAMS SCHOOL","","34 MOODY STREET","PORTLAND","CUMBERLAND",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",01/04/2012,"BROWNFIELDS-104K",43.66634,-70.24448
"REM02019","ADAMS SCHOOL","","34 MOODY STREET","PORTLAND","CUMBERLAND",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",01/04/2012,"BROWNFIELDS-128A",43.66634,-70.24448
"REM02020","LA WPC EXPANSION","","535 LINCOLN STREET","LEWISTON","ANDROSCOGGIN",23,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/10/2013,"VRAP",44.07482,-70.20436
"REM02021","QUINN PARCEL","","KITTREDGE ROAD","BANGOR","PENOBSCOT",105,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/30/2011,"VRAP",44.85879,-68.74744
"REM02022","M.W. SEWALL OFFICE BLDG","","259 FRONT STREET","BATH","SAGADAHOC",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/19/2011,"BROWNFIELDS",43.9174,-69.81393
"REM02022","M.W. SEWALL OFFICE BLDG","","259 FRONT STREET","BATH","SAGADAHOC",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/19/2011,"VRAP",43.9174,-69.81393
"REM02023","FORMER SULLIVAN SCHOOL","","45 SCHOOL STREET","BERWICK","YORK",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",08/23/2011,"VRAP",43.26877,-70.86155
"REM02023","FORMER SULLIVAN SCHOOL","","45 SCHOOL STREET","BERWICK","YORK",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",08/23/2011,"BROWNFIELDS-104K",43.26877,-70.86155
"REM02024","ELDREDGE LUMBER AND HARDWARE","","165 PRESUMPSCOT STREET","PORTLAND","CUMBERLAND",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/25/2015,"VRAP",43.68682,-70.2583
"REM02025","HARTLEYS NEWPORT","","30 MAIN STREET","NEWPORT","PENOBSCOT",2,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",08/31/2011,"VRAP",44.83782,-69.28665
"REM02027","FEDEX BUILDING","","510 PERRY ROAD","BANGOR","PENOBSCOT",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/22/2011,"VRAP",44.78312,-68.80967
"REM02028","45 FRONT STREET","CITY OWNED PARKING LOT (AKA MUNICIPAL PARKING) AT 45 FRONT ST; MASKERS THEATER; THOMPSONS WHARF","45 FRONT STREET","BELFAST","WALDO",4,"FALSE","REMEDIATION STAGE","ONGOING",11/23/2015,"BROWNFIELDS-128A",44.42843,-69.00807
"REM02028","45 FRONT STREET","CITY OWNED PARKING LOT (AKA MUNICIPAL PARKING) AT 45 FRONT ST; MASKERS THEATER; THOMPSONS WHARF","45 FRONT STREET","BELFAST","WALDO",4,"FALSE","REMEDIATION STAGE","ONGOING",11/23/2015,"BROWNFIELDS-104K",44.42843,-69.00807
"REM02029","FLEWELLING PROPERTY","","HOULTON ROAD (ROUTE 1)","FORT FAIRFIELD","AROOSTOOK",112,"UNKNOWN","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",07/29/2011,"VRAP",46.69705,-67.87057
"REM02030","LEMAR PROPERTY","","BLINN HILL ROAD","DRESDEN","LINCOLN",6,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",08/09/2011,"VRAP",44.11686,-69.69496
"REM02031","GREG'S USED CARS","","546 GARDINER ROAD","WISCASSET","LINCOLN",6,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",08/09/2011,"VRAP",44.04101,-69.67525
"REM02032","CONSEA PROPERTY","","1 COUNTY ROAD","EASTPORT","WASHINGTON",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/01/2012,"BROWNFIELDS-104K",44.89452,-66.99268
"REM02032","CONSEA PROPERTY","","1 COUNTY ROAD","EASTPORT","WASHINGTON",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/01/2012,"VRAP",44.89452,-66.99268
"REM02033","MCCS PARCEL GOODWILL HINCKLEY","","ROUTE 201","FAIRFIELD","SOMERSET",697,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/14/2011,"VRAP",44.66857,-69.63081
"REM02034","ENVIROLOGIX","","500 RIVERSIDE INDUSTRIAL PARKWAY","PORTLAND","CUMBERLAND",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/13/2011,"VRAP",43.71461,-70.30504
"REM02035","LAYOVER FACILITY","","BETWEEN CHURCH ST & STANWOOD DRIVE","BRUNSWICK","CUMBERLAND",8,"UNKNOWN","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",08/24/2011,"VRAP",43.91052,-69.98252
"REM02037","MARINE ATLANTIC TERMINAL","","121 EDEN STREET","BAR HARBOR","HANCOCK",5,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",09/06/2011,"VRAP",44.39824,-68.22712
"REM02038","MOOSE ISLAND MARINE","","19 DEEP COVE ROAD","EASTPORT","WASHINGTON",4,"UNKNOWN","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",09/22/2011,"BROWNFIELDS-104K",44.90783,-67.01234
"REM02039","ELLSWORTH FEED AND SEED","","18 MERRILL LANE","ELLSWORTH","HANCOCK",4,"FALSE","INVESTIGATION STAGE","ONGOING",09/22/2011,"BROWNFIELDS-104K",44.53724,-68.41075
"REM02040","FORMER MAINE RUBBER","","924 MAIN STREET","WESTBROOK","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/10/2014,"VRAP",43.67674,-70.37068
"REM02040","FORMER MAINE RUBBER","","924 MAIN STREET","WESTBROOK","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/10/2014,"BROWNFIELDS-104K",43.67674,-70.37068
"REM02041","FUTURE COMMUNITY CENTER","","U.S. ROUTE 1 & WEST STREET","HARRINGTON","WASHINGTON",2,"UNKNOWN","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",09/22/2011,"BROWNFIELDS-104K",44.62028,-67.8142
"REM02042","FIBER EXTRUSION","","ROUTE 190 & VANASSE ROAD","EASTPORT","WASHINGTON",6,"FALSE","INVESTIGATION STAGE","ONGOING",09/22/2011,"BROWNFIELDS-104K",44.93447,-67.02677
"REM02042","FIBER EXTRUSION","","ROUTE 190 & VANASSE ROAD","EASTPORT","WASHINGTON",6,"FALSE","INVESTIGATION STAGE","ONGOING",09/22/2011,"RCRA",44.93447,-67.02677
"REM02043","SCHOPPEES GARAGE","","US ROUTE 1","JONESBORO","WASHINGTON",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/04/2016,"BROWNFIELDS-104K",44.66091,-67.57425
"REM02044","DESMOND'S VARIETY","","84 ELM STREET","GUILFORD","PISCATAQUIS",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/04/2012,"BROWNFIELDS-128A",45.16603,-69.4014
"REM02044","DESMOND'S VARIETY","","84 ELM STREET","GUILFORD","PISCATAQUIS",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/04/2012,"VRAP",45.16603,-69.4014
"REM02044","DESMOND'S VARIETY","","84 ELM STREET","GUILFORD","PISCATAQUIS",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/04/2012,"BROWNFIELDS-104K",45.16603,-69.4014
"REM02044","DESMOND'S VARIETY","","84 ELM STREET","GUILFORD","PISCATAQUIS",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/04/2012,"OTHER",45.16603,-69.4014
"REM02045","LEWIS OIL","","47 LAKESIDE DRIVE","BOOTHBAY HARBOR","LINCOLN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/01/2011,"VRAP",43.87046,-69.64029
"REM02046","COUNTRY STORE","","2317 US ROUTE 1","SULLIVAN","HANCOCK",6,"UNKNOWN","INVESTIGATION STAGE","ONGOING",02/22/2012,"BROWNFIELDS-104K",44.51192,-68.18031
"REM02047","O'NEILL PROPERTY","","202 US ROUTE 1","BARING PLT","WASHINGTON",7,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",12/31/2015,"BROWNFIELDS-104K",45.13004,-67.31501
"REM02048","GREAT NORTHERN PAPER","","50 MAIN STREET","EAST MILLINOCKET","PENOBSCOT",385,"FALSE","INVESTIGATION STAGE","ONGOING",01/01/2015,"VRAP",45.62286,-68.57431
"REM02048","GREAT NORTHERN PAPER","","50 MAIN STREET","EAST MILLINOCKET","PENOBSCOT",385,"FALSE","INVESTIGATION STAGE","ONGOING",01/01/2015,"RCRA",45.62286,-68.57431
"REM02048","GREAT NORTHERN PAPER","","50 MAIN STREET","EAST MILLINOCKET","PENOBSCOT",385,"FALSE","INVESTIGATION STAGE","ONGOING",01/01/2015,"UNCONTROLLED SITES",45.62286,-68.57431
"REM02049","GREAT NORTHERN PAPER","","1 KATAHDIN AVENUE","MILLINOCKET","PENOBSCOT",1379,"FALSE","INVESTIGATION STAGE","ONGOING",11/01/2014,"VRAP",45.6455,-68.70422
"REM02050","KENNEBEC JOURNAL","","274 WESTERN AVENUE","AUGUSTA","KENNEBEC",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/08/2013,"VRAP",44.31458,-69.80483
"REM02051","COUNTY YANKEE GROCER","","101 MILITARY STREET","HOULTON","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/09/2012,"VRAP",46.12455,-67.82801
"REM02052","LINCOLNVILLE STORE","","269 MAIN STREET","LINCOLNVILLE","WALDO",0,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",06/21/2016,"VRAP",44.29804,-69.10756
"REM00588","CALDWELL JUNKYARD","","NIKE RD","LIMESTONE","AROOSTOOK",0,"FALSE","","",,"UNCONTROLLED SITES",46.91809,-67.79296
"REM02061","CARL'S QUICK STOP","","951 MAIN STREET","VASSALBORO","KENNEBEC",0,"UNKNOWN","INVESTIGATION STAGE","ONGOING",11/16/2011,"BROWNFIELDS-128A",44.48709,-69.62297
"REM02062","ST. ANTHONY'S PARISH","","2 WALKER STREET","WESTBROOK","CUMBERLAND",4,"FALSE","INVESTIGATION STAGE","ONGOING",05/15/2012,"VRAP",43.68045,-70.36522
"REM02063","OPERA HOUSE","","396 MAIN STREET","NORWAY","OXFORD",0,"UNKNOWN","INVESTIGATION STAGE","ONGOING",11/16/2011,"BROWNFIELDS-128A",44.21345,-70.54254
"REM02064","ALAN DAY COMMUNITY GARDEN","","26 WHITMAN STREET","NORWAY","OXFORD",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/14/2013,"VRAP",44.2166,-70.54372
