Report Submission Source,Report Number,Multiple Rows per Incident,Report Type,Date of Incident,Time of Incident,NRC Number,Federal DOT Agency Name,Federal DOT Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Non-US State,Incident Country,Incident Route,Mode of Transportation,Transportation Phase,Carrier/Reporter Name,Carrier/Reporter Street Name,Carrier/Reporter City,Carrier/Reporter State,Carrier/Reporter Postal Code,Carrier/Reporter Non-US State,Carrier/Reporter FED DOT ID,Carrier/Reporter HAZMAT Reg ID,Carrier/Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Non-US State,Shipper Country,Shipper Waybill/Shipping Paper,Shipper HAZMAT Registration ID,Origin City,Origin State,Origin Postal Code,Origin Non-US State,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Non-US State,Destination Country,Commodity Short Name,Commodity Long Name,Technical/Trade Name,Identification Number,Hazardous Class Code,Hazardous Class,Packing Group,Quantity Released,Unit of Measure,HAZMAT Waste Indicator,HAZMAT Waste EPA Number,HMIS Toxic by Inhalation Ind,TIH Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared HAZMAT Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Package Amount,Cont1 Package Amount UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Test Material Of Const,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure UOM Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness UOM Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness UOM Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure UOM Rpted,Cont1 Valve or Device Fail Ind,Cont1 Valve or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve or Device Model,Cont2 Package Type,Cont2 Material of Construction,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Package Amount,Cont2 Package Amount UOM,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,RAM Package Category,RAM Package Certification,RAM Package Certification Nbr,RAM Nuclide(s) Present,RAM Transport Index,RAM UOM,RAM Activity Rpted,RAM UOM Rpted,RAM Activity,RAM Activity UOM,RAM Material Safety Index,Spillage (Result) Ind,Fire (Result) Ind,Explosion (Result) Ind,Water Sewer (Result) Ind,Gas Dispersion (Result) Ind,Environmental Damage (Result),No Release (Result) Ind,Fire/EMS Report Ind,Fire EMS/EMS Report Nbr,Police Report Ind,Police Report Nbr,In-House Cleanup Ind,Other Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other (Old Form),Total Amount of Damages,HAZMAT Fatality Indicator,HAZMAT Fatalities Employees,HAZMAT Fatalities Responders,HAZMAT Fatality General Public,Total Hazmat Fatalities,Non_HAZMAT Fatality Indicator,Non-HAZMAT Fatalities,HAZMAT Injury Indicator,HAZMAT Hospitalized Employees,HAZMAT Hospitalized Responders,HAZMAT Hospitalized Gen Public,HAZMAT Hospitalized (Old Form),Total Hazmat Hosp Injuries,HAZMAT NonHosp Employees,HAZMAT NonHosp Responders,HAZMAT NonHosp General Public,HAZMAT NonHosp (Old Form),Total Hazmat NonHosp Injuries,Total Hazmat Injuries,Evacuation Indicator,Public Evacuated,Employees Evacuated,Total Evacuated,Total Evacuation Hours,Major Artery Closed,Major Artery Hours Closed,Material Involved in Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway/Track,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non-Transported Ind,Shipphase Air First Flight Ind,Shipphase Air SubFlight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Business Name,Contact Street,Contact City,Contact State,Contact Postal Code,Contact Non-US State,Contact Country,Preparer of Incident Report,Description of Events,Recommendations/Actions Taken,HMIS Serious Incident Ind,HMIS Serious Fatality,HMIS Serious Injury,HMIS Serious Flight Plan,HMIS Serious Evacuations,HMIS Serious Major Artery,HMIS Serious Bulk Release,HMIS Serious Marine Pollutant,HMIS Serious Radioactive,HMIS General Package Type,HMIS Container Code,HMIS Container Description,HMIS Bulk Incident Indicator,Undeclared Shipment
XML,X-2011110167,No,A hazardous material incident,10/25/2011,0300,,,,Nashville,DAVIDSON,TN,37207,,US,3301 KNIGHT ROAD,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,LEICA BIOSYSTEMS RICHMOND  INC.,5205 RTE 12,RICHMOND,,60071,IL,UNITED STATES,60226572935461,,RICHMOND,ILLINOIS,60071,,US,NASHVILLE,TENNESSEE,37232,,US,ALCOHOLS  N.O.S.,ALCOHOLS  N.O.S.,ETHANOL GASOLINE,UN1987,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.50,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,511,Dropped,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was dropped in handling.  Examination of the inner container revealed a ruptured seam which allowed the contents to escape. The leakage was contained.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
XML,X-2013060389,No,A hazardous material incident,05/31/2013,2300,,,,Shawnee,JOHNSON,KS,66227,,US,8000 cole parkway,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,POOL SUPPLY MALL,7400 LINDBERGH DRIVE,GAITHERSBURG,,20879,MD,UNITED STATES,25407260217930,,GAITHERSBURG,MARYLAND,20879,,US,HASTINGS,NEBRASKA,68901,,US,HYDROGEN PEROXIDE  AQUEO,HYDROGEN PEROXIDE  AQUEOUS SOLUTIONS WITH NOT LESS THAN 20 PERCENT BUT NOT MORE THAN 40 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),WOOD BLEACH PART 2,UN2014,5.1,OXIDIZER,II,0.4375,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,517,Improper Preparation for Transportation,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was unloaded with leakage noted on the box.  Examination of the inner container revealed that the container(s) had loose cap(s) and leaked.  The leakage was contained.  The cap(s) were secured.  The carton was wet but otherwise undamaged.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2007091158,No,A hazardous material incident,09/09/2007,2130,,,,HEBRON,BOONE,KY,41048,,US,2800 EARHART COURT,Air,UNLOADING,FEDERAL EXPRESS CORPORATION,3670 HACKS CROSS RD G,MEMPHIS,,38125,TN,946522,051107550046P,UNITED STATES,THE GILLETTE COMPANY,30 BURTT RD,ANDOVER,,01810,MA,UNITED STATES,941670923091,,ANDOVER,MASSACHUSETTS,01810,,US,CINCINNATI,OHIO,45241,,US,CONSUMER COMMODITY,CONSUMER COMMODITY,IMMERSION EPOXY ACTI, ,ORM-D,OTHER REGULATED MATERIAL CLASS D,,2.204623,SLB,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,534,Too Much Weight on Package,,Box,Fiberboard,Non-Removable,6.613869,SLB,4.409246,SLB,1,1,,,,,,,,,,,,,,No,,,,Bottle,Plastic,2,SLT,2,SLT,1,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,SORT CENTER,No,No,No,No,No,VIVIAN MONTGOMERY,SR SAFETY SPECIALIST,FEDERAL EXPRESS CORPORATIO,3670 HACKS CROSS RD,MEMPHIS,TN,38125,,US,Carrier,THE CONSIGNMENT WAS PLACED IN A SALVAGE DRUM FOR TRANSIT,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Web,E-2010100049,No,A hazardous material incident,09/03/2010,0815,,,,CASPER,NATRONA,WY,82604,,US,8315 Werner St,Highway,UNLOADING,FEDEX FREIGHT  INC.,2200 FORWARD DR,HARRISON,,72601,AR,1535278,061110002005SU,UNITED STATES,E. I. DU PONT DE NEMOURS AND COMPANY,11535 PRODUCTION DR,RENO,,89506,NV,UNITED STATES,2102031385,,RENO,NEVADA,89506,,US,CASPER,WYOMING,82604,,US,PAINT RELATED MATERIAL I,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,ORIG. KLEARKOTE 5185,UN1263,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,1,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,309,Punctured,513,Forklift Accident,not provided upon release,Box,Fiberboard,,4,LGA,4,LGA,7,1,,,,,,,,,,,,,,No,,,,Can,Metal (any type),1,LGA,1,LGA,28,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,CHRIS BAKER,EMERGENCY RESPONSE COORDINATOR,FedEx Freight Chemical Management,1805 E. 23rd Street,LITTLE ROCK,AR,72206,,US,Carrier,Associate punctured freight with forklift blades while loading / unloading causing product to leak.  All product was absorbed with oil dry and placed into a salvage drum and was handled according to all local  state  and federal regulations.    ,Responsible associate has been shown proper freight handling and loading techniques as well as recertified for forklift operation.  ,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2006080619,No,A hazardous material incident,07/12/2006,0930,,,,CHARLOTTE,MECKLENBURG,NC,28214,,US,4349 SCOTT FUTRELL DR,Highway,UNLOADING,FEDEX FREIGHT  INC.,2200 FORWARD DR,HARRISON,,72601,AR,1535278,,UNITED STATES,AKZO NOBEL POLYMER CHEMICALS LLC,12900 BAYPARK RD,PASADENA,,77507,TX,UNITED STATES,856 259 363,,PASADENA,TEXAS,77507,,US,ROCK HILL,SOUTH CAROLINA,29730,,US,ORGANIC PEROXIDE TYPE D ,ORGANIC PEROXIDE TYPE D  LIQUID,METHYL EHTYL KETONE,UN3105,5.2,ORGANIC PEROXIDE,II,0.50,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,305,Crushed,515,Human Error,,Box,Fiberboard,,4,LGA,4,LGA,96,1,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,JASON TAYLOR,SENIOR MANAGER CHEMICAL MGMT,FEDEX FREIGHT EAST INC,1805 E. 23RD STREET SUITE 1,LITTLE ROCK,AR,72206,,US,Carrier,THE CARTON WAS WET DUE TO DAMAGE TO THE INNER PAIL CAUSING A SMALL RELEASE OF PRODUCT,RESPONSIBLE ASSOCIATE(S) HAVE BEEN SHOW PROPER FREIGHT HANDLING AND LOADING TECHNIQUES AS WELL AS RECERTIFICATION FOR FORKLIFT OPERATION IF NECESSARY.,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2007030874,No,A hazardous material incident,03/21/2007,0900,,,,SAN DIEGO,SAN DIEGO,CA,92111,,US,7925 RONSON RD,Highway,UNLOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,FISHER SCIENTIFIC COMPANY LLC,6722 BICKMORE AVE,CHINO,,91708,CA,UNITED STATES,1Z9V34910349977907,,CHINO,CALIFORNIA,91710,,US,SAN DIEGO,CALIFORNIA,92121,,US,POTASSIUM HYDROXIDE  SOL,POTASSIUM HYDROXIDE  SOLUTION,LANCER CLEAN DETERGE,UN1814,8,CORROSIVE MATERIAL,II,0.031250,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,508,Defective Component or Device,,Box,Fiberboard,,8.1250,LGA,1.6250,LGA,1,1,,,,,,,,,,,,,,No,,,,Bottle,Plastic,1,LGA,1,LGA,1,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,BRAD COOK,DIRECTOR DANGEROUS GOODS,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,FOUND LEAKING HAZMAT IN PSC. DONNED PPE  FOLLOWED DECISION TREE TO RESPONSE SHEET AND CLEANED UP SPILL PROCESSED THROUGH DMP,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2005020939,No,A hazardous material incident,01/26/2005,0133,,,,WILMINGTON,CLINTON,OH,45177,,US,145 HUNTER DRIVE,Highway,UNLOADING,ABX AIR  INC.,145 HUNTER DR,WILMINGTON,,45177,OH,392830,072503550018LN,UNITED STATES,CAPTREE PURETECH SOLUTION,28 RIDER PLACE,FREEPORT,,11520,NY,UNITED STATES,24688573556,,FREEPORT,NEW YORK,11520,,US,ALBUQUERQUE,NEW MEXICO,87106,,US,FLAMMABLE LIQUIDS  N.O.S.,FLAMMABLE LIQUIDS  N.O.S.,CHROMASYSTEM BASEMAKER 7175S,UN1993,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.101562,LGA,No,,No,,No,,Yes,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,308; 308,Leaked; Leaked,517; 517,Improper Preparation for Transportation; Improper Preparation for Transportation,6HG2/Y1.6/100/04 USA/+AQ2201,Box,Fiberboard,,12.50,LGA,0,,1,0,SMURFIT-STONE CONTAINER CORP,,,,,,,,,,,,,No,,,,Can,Plastic,2.50,LGA,,,1,0,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,CAROLYN FRYE,HAZ MAT COORDINATOR,ABX AIR INC.,145 HUNTER DRIVE,WILMINGTON,OH,45177,,US,Carrier,ABX REFERENCE #05-7 D OMC/SHIPPER: CAPTREE PURETECH SOLUTION AWB: FLU 24688532256 ABQ  ON 1-26-05 AT 0133 AN ODOR WAS REPORTED IN THE BACK OF A TRUCK IN  D  BUILDING OF OUR MAIN SORT FACILITY LOCATED AT ABX AIR  INC.  145 HUNTER DRIVE  WILMINGTON  OHIO 45177.  PART TIME SPILL TECHNICIANS TERRY RUGGERIE AND GARY GRAGG DONNED PROPER PERSONAL PROTECTIVE EQUIPMENT AND RESPONDED.  UPON ARRIVAL THEY FOUND A FIBERBOARD BOX WITH VISIBLE SIGNS OF LEAKAGE ON THE OUTER PACKAGE.  THEY REMOVED THIS PACKAGE FROM THE AREA AND BEGAN THEIR INVESTIGATION.  UPON INVESTIGATION THEY FOUND THIS FIBERBOARD BOX TO CONTAIN A 2.5 GALLON PLASTIC JERRICAN OF PT 28 WINDOW CLEANER.  THIS PACKAGE LEAKED APPROXIMATELY 13 OZ OF ITS CONTENTS DUE TO A LOOSE CLOSURE.  THIS PACKAGE ARRIVED IN WILMINGTON ON S SS TRUCK FLYT #5129.  THE SHIPMENT WAS NOT PROPERLY MARKED AND LABELED AND DID NOT HAVE A SHIPPER'S DECLARATION FOR DANGEROUS GOODS ATTACHED TO IT TO INDICATE THAT IT IS A HAZARDOUS MATERIAL.  THE SPILL TECHNICIANS SEALED AND BAGGED THE SHIPMENT IN TWO PLASTIC BAGS WITH ABSORBENT MATERIAL AND PLACED IT INTO A SALVAGE DRUM.  THIS SHIPMENT IS HELD UNTIL A SHIPPER'S DECLARATION IS RECEIVED.  NO FURTHER FOLLOW UP NEEDED.  CLEAR OF SCENE: 0221  THERE ARE PICTURES ON FILE AT THE HAZMAT OFFICE IN WILMINGTON  OHIO.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,6HG2,Plastic receptacle within a protective fiberboard box,No,Yes
Paper,I-2003040285,No,A hazardous material incident,03/20/2003,1900,,,,WILLINGTON,TOLLAND,CT,,,US,350 RUBY ROAD,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,,UNITED STATES,FISHER SCIENTIFIC COMPANY L.L.C.,325 BOWLES RD,AGAWAM,,01001,MA,UNITED STATES,021164105949183,,AGAWAM,MASSACHUSETTS,01001,,US,LEWISTON,MAINE,04240,,US,ALCOHOLS  N.O.S.,ALCOHOLS  N.O.S.,ETHANOL  METHANOL  I,UN1987,3,FLAMMABLE - COMBUSTIBLE LIQUID,,1,LGA,No,,No,,No,,No,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,2,LGA,,,1,1,WEYERHAUSER CO,,,,,,,,,,,,,No,,,,,,1,LGA,,,2,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,Yes,100,0,0,0,425,0,525,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT KERR,HAZARDOUS MATERIALS MANAG,,,,,,,US,,THE PACKAGE WAS UNLOADED WITH LEAKAGE NOTED ON THE BOX. EXAMINATION OF THE INNER CONTAINER REVEALED THAT THE CONTAINER(S) HAD LOOSE CAP(S) AND LEAKED. THE LEAKAGE WAS CONTAINED. THE CAP(S) WERE SECURED. THE CARTON WAS WET BUT OTHERWISE UNDAMAGED. THE UNDAMAGED PORTION OF THE PACKAGE WAS REPACKED FOR RETURN TO SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2007020059,No,A hazardous material incident,01/05/2007,0730,,,,LOUISVILLE,JEFFERSON,KY,40213,,US,911 GRADE LANE,Air,IN TRANSIT,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,FASTENAL COMPANY,1245B ALUM CREEK DR,COLUMBUS,,43209,OH,UNITED STATES,1Z4E40710195908236,,COLUMBUS,OHIO,43209,,US,MARINETTE,WISCONSIN,54143,,US,POLYESTER RESIN KITS,POLYESTER RESIN KITS,NA,UN3269,3,FLAMMABLE - COMBUSTIBLE LIQUID,III,0.25,SLB,No,,No,,No,,Yes,Non-Bulk,129,Inner Receptacle,308,Leaked,517,Improper Preparation for Transportation,,Box,Fiberboard,,0,,0,,1,1,,,,,,,,,,,,,,No,,,,Bottle,Glass  procelain  or stoneware,10,SOZ,10,SOZ,18,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,AIR CARRIER CARGO FACILITY,No,No,No,No,No,BRAD COOK,DIRECTOR OF DANGEROUS GOODS,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,RESPONDER WORE REQUIRED PERSONAL PROTECTIVE EQUIPMENT  FOLLOWED THE UPS DECISION TREE AND APPROPRIATE RESPONSE SHEET  CLEANED UP AND REMOVED THE SPILL SAFELY.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
Paper,I-1997050647,No,A hazardous material incident,04/22/1997,0515,,,,RICHMOND NATIONAL BATTLEF,RICHMOND (CITY),VA,,,US,9601 COACH RD,Highway,LOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,INTERNATIONAL PAPER COMPANY,11800 N LAKERIDGE PKWY,ASHLAND,,23005,VA,UNITED STATES,1976,,RICHMOND,VIRGINIA,23224,,US,KINGQUEEN COURT HOUSE,VIRGINIA,23085,,US,DISINFECTANTS  LIQUID  C,DISINFECTANTS  LIQUID  CORROSIVE N.O.S.,GAX-26,UN1903,8,CORROSIVE MATERIAL,,0.078125,LGA,No,,No,,No,,No,Non-Bulk,103; ,Basic Material; ,303; 303,Burst or Ruptured; Burst or Ruptured,526; ,Loose Closure  Component  or Device; ,,,,,2.50,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,2.50,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,B ELLIS,RESPONDER PRELOAD,,,,,,,US,,PACKAGED DISPENSER LEAKED DURING SHIPPING; AREA WAS SECURED. RESPONDER CONSULTED DECISION TREE  REFERRED TO CORROSIVE LIQUID RESPONSE SHEET. PH WAS 2  APPLIED SODIUM BICARBONATE TO NEUTRALIZED. ABSORBED LIQUIDS CONTAINERIZED PROCESSED THROUGH DMV.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2008100648,No,A hazardous material incident,10/16/2008,1800,,,,SPARKS,WASHOE,NV,89431,,US,1340 SPICE ISLAND DR.,Highway,UNLOADING,CON-WAY FREIGHT INC.,2211 OLD EARHART RD # 100,ANN ARBOR,,48105,MI,838885,051203551036LN,UNITED STATES,SHERWIN WILLIAMS CO SIERRA NV,12900 SAGE POINT CT,RENO,,89506,NV,UNITED STATES,123-487125,,RENO,NEVADA,89506,,US,MESA,ARIZONA,85202,,US,PAINT INCLUDING PAINT  L,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,BLACK WINGTACK,UN1263,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.50,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),303,Burst or Ruptured,511,Dropped,UNAVAILABLE PLACED IN OVERPACK DRUM.,Box,Fiberboard,,4,LGA,4,LGA,4,1,,,,,,,,,,,,,,No,,,,Can,Metal (any type),0,,1,LGA,16,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,TED PEACE,HAZARDOUS MATERIAL SPECIALIST,CON-WAY FREIGHT,110 PARKLAND PLAZA,ANN ARBOR,MI,48103,,US,Carrier,SHIPMENT WAS SITTING ON TOP OF DRUMS. EMPLOYEE WAS ATTMEPTING TO PULL OUT DRUMS WHEN SHIPMENT ON TOP FELL OVER.,RETRAINING OF EMPLOYEE ON PROPER FREIGHT HANDLING AND FORK TRUCK OPERATION.,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,CONT,Container  no description given (do not use if at all possible),No,No
XML,X-2007020087,No,A hazardous material incident,01/24/2007,0825,,,,FRESNO,FRESNO,CA,93725,,US,3292 S. WILLOW,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,062904001002M,UNITED STATES,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA  INC.,9901 S WILCREST DR,HOUSTON,,77099,TX,UNITED STATES,281705564091978,,HOUSTON,TEXAS,77099,,US,HANFORD,CALIFORNIA,93230,,US,CORROSIVE SOLID  ACIDIC ,CORROSIVE SOLID  ACIDIC  ORGANIC  N.O.S.,BENZOYL CHLORIDE,UN3261,8,CORROSIVE MATERIAL,,0.50,SLB,No,,No,,No,,No,Non-Bulk,135,Loading or Unloading Lines,305,Crushed,534,Too Much Weight on Package,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bag,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MIKE EVERS,SR MANAGER - HAZARDOUS MATERIALS,Fedex Ground Package System  Inc.,1000 Fedex Drive,MOON TOWNSHIP,PA,15108,,US,Carrier,The package was dropped in handling.  Examination of the inner container revealed a ruptured seam which allowed the contents to escape. The leakage was contained.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
